"","GameType","Year","locCity","locCountry","Rank","partCountry","Gold","Silver","Bronze","Total","Wbcountry","GDP","Pop","winter1var","gdppercap"
"230","Summer",2004,"Athina","Greece",9,"South Korea",9,12,9,30,"Korea, Rep.",721975255824,48039000,0,15028.9401491288
"231","Summer",2004,"Athina","Greece",10,"Great Britain",9,9,12,30,"United Kingdom",2220820974770,59867866,0,37095.3755854602
"232","Summer",2004,"Athina","Greece",11,"Cuba",9,7,11,27,"Cuba",38202800000,11273363,0,3388.76695445716
"233","Summer",2004,"Athina","Greece",12,"Ukraine",8,5,9,22,"Ukraine",64883060726,47451600,0,1367.35243334261
"234","Summer",2004,"Athina","Greece",13,"Netherlands",4,9,9,22,"Netherlands",609889925686,16281779,0,37458.4328706341
"235","Summer",2004,"Athina","Greece",14,"Spain",3,11,6,20,"Spain",1044612070304,42691689,0,24468.7454343631
"236","Summer",2004,"Athina","Greece",15,"Romania",8,5,6,19,"Romania",75489440362,21684890,0,3481.20005967289
"237","Summer",2004,"Athina","Greece",16,"Hungary",8,6,3,17,"Hungary",101925734602,10107146,0,10084.5218424667
"238","Summer",2004,"Athina","Greece",17,"Greece",6,6,4,16,"Greece",227950420086,11061701,0,20607.1760650555
"239","Summer",2004,"Athina","Greece",18,"Belarus",2,5,6,13,"Belarus",23141587718,9730000,0,2378.37489393628
"240","Summer",2004,"Athina","Greece",19,"Canada",3,6,3,12,"Canada",992226099522,31995000,0,31011.9112211908
"241","Summer",2004,"Athina","Greece",20,"Bulgaria",2,1,9,12,"Bulgaria",25283228366,7781161,0,3249.28739631528
"242","Summer",2004,"Athina","Greece",21,"Turkey",3,3,5,11,"Turkey",392166274991,66845635,0,5866.74470204375
"243","Summer",2004,"Athina","Greece",22,"Brazil",5,2,3,10,"Brazil",663760341880,184010283,0,3607.19157135365
"244","Summer",2004,"Athina","Greece",23,"Poland",3,2,5,10,"Poland",252768998589,38182222,0,6620.07042410994
"245","Summer",2004,"Athina","Greece",24,"Czech Republic",1,3,5,9,"Czech Republic",113976672925,10216016,0,11156.6654677322
"246","Summer",2004,"Athina","Greece",25,"Thailand",3,1,4,8,"Thailand",161339790595,65087400,0,2478.81756830047
"247","Summer",2004,"Athina","Greece",26,"Denmark",2,1,5,8,"Denmark",244727978021,5404523,0,45282.0680050765
"248","Summer",2004,"Athina","Greece",27,"Kazakhstan",1,4,3,8,"Kazakhstan",43151647003,15012984,0,2874.28848275599
"249","Summer",2004,"Athina","Greece",28,"Sweden",4,2,1,7,"Sweden",362089648913,8993531,0,40261.1220123664
"250","Summer",2004,"Athina","Greece",29,"Austria",2,4,1,7,"Austria",291430382497,8171966,0,35662.2118223448
"251","Summer",2004,"Athina","Greece",30,"Ethiopia",2,3,2,7,"Ethiopia",9954110936,74066147,0,134.394879971278
"252","Summer",2004,"Athina","Greece",31,"Kenya",1,4,2,7,"Kenya",16095321631,34834606,0,462.049768296504
"253","Summer",2004,"Athina","Greece",32,"Norway",5,0,1,6,"Norway",260029106208,4591910,0,56627.6573817867
"254","Summer",2004,"Athina","Greece",33,"Slovakia",2,2,2,6,"Slovak Republic",56073225726,5382438,0,10417.8117288114
"255","Summer",2004,"Athina","Greece",34,"Iran",2,2,2,6,"Iran, Islamic Rep.",163226579221,69342126,0,2353.9309888047
"256","Summer",2004,"Athina","Greece",35,"Argentina",2,0,4,6,"Argentina",153129509710,38308779,0,3997.24328749815
"257","Summer",2004,"Athina","Greece",36,"South Africa",1,3,2,6,"South Africa",219092936699,46664771,0,4695.03936275611
"258","Summer",2004,"Athina","Greece",37,"New Zealand",3,2,0,5,"New Zealand",102983802756,4087500,0,25194.8141299083
"259","Summer",2004,"Athina","Greece",39,"Jamaica",2,1,2,5,"Jamaica",10173234921,2638100,0,3856.27342443425
"260","Summer",2004,"Athina","Greece",40,"Uzbekistan",2,1,2,5,"Uzbekistan",12030023548,25864350,0,465.119886948638
"261","Summer",2004,"Athina","Greece",41,"Croatia",1,2,2,5,"Croatia",41003558916,4439000,0,9237.11622347375
"262","Summer",2004,"Athina","Greece",42,"Switzerland",1,1,3,5,"Switzerland",374224186244,7389625,0,50641.8372033764
"263","Summer",2004,"Athina","Greece",43,"Egypt",1,1,3,5,"Egypt, Arab Rep.",78845185709,70591288,0,1116.92516092071
"264","Summer",2004,"Athina","Greece",44,"Azerbaijan",1,0,4,5,"Azerbaijan",8680511918,8306500,0,1045.026415217
"265","Summer",2004,"Athina","Greece",45,"North Korea",0,4,1,5,"Korea, Dem. Rep.",0,23639303,0,0
"266","Summer",2004,"Athina","Greece",46,"Georgia",2,2,0,4,"Georgia",5125273877,4318300,0,1186.87304656925
"267","Summer",2004,"Athina","Greece",47,"Indonesia",1,1,2,4,"Indonesia",256836883305,221293797,0,1160.61492363024
"268","Summer",2004,"Athina","Greece",48,"Latvia",0,4,0,4,"Latvia",13761569545,2312819,0,5950.12819636988
"269","Summer",2004,"Athina","Greece",49,"Mexico",0,3,1,4,"Mexico",774800766586,109381550,0,7083.46852449979
"270","Summer",2004,"Athina","Greece",50,"Slovenia",0,1,3,4,"Slovenia",33837749815,1997012,0,16944.1895266528
"271","Summer",2004,"Athina","Greece",51,"Morocco",2,1,0,3,"Morocco",56948015336,29855820,0,1907.43430714681
"272","Summer",2004,"Athina","Greece",52,"Chile",2,0,1,3,"Chile",100630707852,16168241,0,6223.97376758548
"273","Summer",2004,"Athina","Greece",53,"Lithuania",1,2,0,3,"Lithuania",22551543054,3435591,0,6564.09422832927
"274","Summer",2004,"Athina","Greece",54,"Zimbabwe",1,1,1,3,"Zimbabwe",5805598443,12693047,0,457.384144484772
"275","Summer",2004,"Athina","Greece",55,"Belgium",1,0,2,3,"Belgium",361683211960,10421137,0,34706.693901059
"276","Summer",2004,"Athina","Greece",56,"Portugal",0,2,1,3,"Portugal",185397304328,10501970,0,17653.573979739
"277","Summer",2004,"Athina","Greece",57,"Estonia",0,1,2,3,"Estonia",12025943710,1349290,0,8912.79392124747
"278","Summer",2004,"Athina","Greece",58,"Bahamas",1,0,1,2,"Bahamas, The",7094413000,322400,0,22005.003101737
"279","Summer",2004,"Athina","Greece",59,"Israel",1,0,1,2,"Israel",126571173583,6809000,0,18588.8050496402
"280","Summer",2004,"Athina","Greece",60,"Serbia and Montenegro",0,2,0,2,"Montenegro",2073255525,614670,0,3372.9570745278
"281","Summer",2004,"Athina","Greece",61,"Finland",0,2,0,2,"Finland",189064585623,5228172,0,36162.6560149513
"282","Summer",2004,"Athina","Greece",62,"Nigeria",0,0,2,2,"Nigeria",87845403978,135999250,0,645.925650163512
"283","Summer",2004,"Athina","Greece",63,"Venezuela",0,0,2,2,"Venezuela, RB",112451400423,26261326,0,4282.01532637765
"284","Summer",2004,"Athina","Greece",64,"Colombia",0,0,2,2,"Colombia",117074865515,42527623,0,2752.9134538039
"285","Summer",2004,"Athina","Greece",65,"Dominican Republic",1,0,0,1,"Dominican Republic",22163928097,9207389,0,2407.18927993593
"286","Summer",2004,"Athina","Greece",66,"Cameroon",1,0,0,1,"Cameroon",15775356737,17674960,0,892.525739068151
"287","Summer",2004,"Athina","Greece",67,"United Arab Emirates",1,0,0,1,"United Arab Emirates",147824374543,3658658,0,40403.988168066
"288","Summer",2004,"Athina","Greece",68,"Paraguay",0,1,0,1,"Paraguay",8033877459,5793330,0,1386.74604398507
"289","Summer",2004,"Athina","Greece",69,"Hong Kong",0,1,0,1,"Hong Kong SAR, China",169099768875,6783500,0,24928.1003722267
"290","Summer",2004,"Athina","Greece",70,"India",0,1,0,1,"India",721585608172,1110626108,0,649.710647871786
"291","Summer",2004,"Athina","Greece",71,"Eritrea",0,0,1,1,"Eritrea",1109054002,4665522,0,237.712736538377
"292","Summer",2004,"Athina","Greece",72,"Trinidad and Tobago",0,0,1,1,"Trinidad and Tobago",12884712296,1290379,0,9985.2154258555
"293","Summer",2004,"Athina","Greece",73,"Mongolia",0,0,1,1,"Mongolia",1992066759,2496248,0,798.024378587384
"294","Summer",2004,"Athina","Greece",74,"Syria",0,0,1,1,"Syrian Arab Republic",25086930693,17676012,0,1419.26418091366
"295","Winter",2002,"Salt Lake City","United States",1,"Germany",12,16,8,36,"Germany",2006587615283,82488495,1,24325.6664494
"296","Winter",2002,"Salt Lake City","United States",2,"United States",10,13,11,34,"United States",1.09802e+13,287625193,1,38175.3763829721
"297","Winter",2002,"Salt Lake City","United States",3,"Norway",13,5,7,25,"Norway",191927027230,4538159,1,42291.825215908
"298","Winter",2002,"Salt Lake City","United States",4,"Canada",7,3,7,17,"Canada",734661951188,31362000,1,23425.2264265034
"299","Winter",2002,"Salt Lake City","United States",5,"Austria",3,4,10,17,"Austria",207537336721,8081957,1,25679.0943976812
"300","Winter",2002,"Salt Lake City","United States",6,"Russia",5,4,4,13,"Russian Federation",345110438694,145299690,1,2375.16293870964
"301","Winter",2002,"Salt Lake City","United States",7,"Italy",4,4,5,13,"Italy",1225176959595,57157406,1,21435.1392992712
"302","Winter",2002,"Salt Lake City","United States",8,"France",4,5,2,11,"France",1452030303030,61803229,1,23494.4084075283
"303","Winter",2002,"Salt Lake City","United States",9,"Switzerland",3,2,6,11,"Switzerland",286658255889,7284753,1,39350.4427520055
"304","Winter",2002,"Salt Lake City","United States",10,"Netherlands",3,5,0,8,"Netherlands",437807265199,16148929,1,27110.6068519467
"305","Winter",2002,"Salt Lake City","United States",11,"China",2,2,4,8,"China",1453827554714,1280400000,1,1135.44794963605
"306","Winter",2002,"Salt Lake City","United States",12,"Finland",4,2,1,7,"Finland",135183512140,5200598,1,25993.8399660962
"307","Winter",2002,"Salt Lake City","United States",13,"Sweden",0,2,5,7,"Sweden",250960758337,8924958,1,28118.9847993682
"308","Winter",2002,"Salt Lake City","United States",14,"Croatia",3,1,0,4,"Croatia",26524896398,4440000,1,5974.07576531532
"309","Winter",2002,"Salt Lake City","United States",15,"South Korea",2,2,0,4,"Korea, Rep.",575928909990,47622000,1,12093.7572968376
"310","Winter",2002,"Salt Lake City","United States",16,"Czech Republic",1,2,0,3,"Czech Republic",78425201661,10204853,1,7685.08881617403
"311","Winter",2002,"Salt Lake City","United States",17,"Estonia",1,1,1,3,"Estonia",7318186727,1358644,1,5386.39020008185
"312","Winter",2002,"Salt Lake City","United States",18,"Bulgaria",0,1,2,3,"Bulgaria",15979194511,7868468,1,2030.78852338219
"313","Winter",2002,"Salt Lake City","United States",19,"Australia",2,0,0,2,"Australia",394442235245,19651400,1,20071.9661319295
"314","Winter",2002,"Salt Lake City","United States",20,"Great Britain",1,0,1,2,"United Kingdom",1620900779377,59325809,1,27322.0172922884
"315","Winter",2002,"Salt Lake City","United States",21,"Poland",0,1,1,2,"Poland",198179425151,38230364,1,5183.82260631889
"316","Winter",2002,"Salt Lake City","United States",22,"Japan",0,1,1,2,"Japan",3980819536160,127445000,1,31235.5881843933
"317","Winter",2002,"Salt Lake City","United States",23,"Belarus",0,0,1,1,"Belarus",14594925393,9865000,1,1479.46532113533
"318","Winter",2002,"Salt Lake City","United States",24,"Slovenia",0,0,1,1,"Slovenia",23136352386,1994530,1,11599.9019247642
"319","Summer",2000,"Sydney","Australia",1,"United States",37,24,32,93,"United States",1.02897e+13,282162411,0,36467.2954258248
"320","Summer",2000,"Sydney","Australia",2,"Russia",32,28,29,89,"Russian Federation",259708496267,146303000,0,1775.14129079376
"321","Summer",2000,"Sydney","Australia",3,"China",28,16,14,58,"China",1198474934199,1262645000,0,949.178062083167
"322","Summer",2000,"Sydney","Australia",4,"Australia",16,25,17,58,"Australia",415208189412,19153000,0,21678.4936778573
"323","Summer",2000,"Sydney","Australia",5,"Germany",13,17,26,56,"Germany",1886401326700,82211508,0,22945.7088501527
"324","Summer",2000,"Sydney","Australia",6,"France",13,14,11,38,"France",1326334899576,60911057,0,21774.9447292632
"325","Summer",2000,"Sydney","Australia",7,"Italy",13,8,13,34,"Italy",1104009462562,56942108,0,19388.2787507972
"326","Summer",2000,"Sydney","Australia",8,"Cuba",11,11,7,29,"Cuba",30565200000,11138416,0,2744.12447874096
"327","Summer",2000,"Sydney","Australia",9,"Great Britain",11,10,7,28,"United Kingdom",1493628385535,58892514,0,25361.9396437211
"328","Summer",2000,"Sydney","Australia",10,"South Korea",8,10,10,28,"Korea, Rep.",533384027729,47008000,0,11346.6649874277
"329","Summer",2000,"Sydney","Australia",11,"Romania",11,6,9,26,"Romania",37052636395,22442971,0,1650.9684210259
"330","Summer",2000,"Sydney","Australia",12,"Netherlands",12,9,4,25,"Netherlands",385074626866,15925513,0,24179.7314074592
"331","Summer",2000,"Sydney","Australia",13,"Ukraine",3,10,10,23,"Ukraine",31261527363,49175848,0,635.708963534294
"332","Summer",2000,"Sydney","Australia",14,"Japan",5,8,5,18,"Japan",4731198760271,126870000,0,37291.7061580437
"333","Summer",2000,"Sydney","Australia",15,"Hungary",8,6,3,17,"Hungary",46385589534,10210971,0,4542.72072009606
"334","Summer",2000,"Sydney","Australia",16,"Belarus",3,3,11,17,"Belarus",12736856485,10005000,0,1273.04912393803
"335","Summer",2000,"Sydney","Australia",17,"Poland",6,5,3,14,"Poland",171276118424,38453757,0,4454.08021962587
"336","Summer",2000,"Sydney","Australia",18,"Canada",3,3,8,14,"Canada",724918860683,30769700,0,23559.5036897662
"337","Summer",2000,"Sydney","Australia",19,"Bulgaria",5,6,2,13,"Bulgaria",12903546765,8170172,0,1579.34823954747
"338","Summer",2000,"Sydney","Australia",20,"Greece",4,6,3,13,"Greece",124418164455,10917482,0,11396.2326161838
"339","Summer",2000,"Sydney","Australia",21,"Sweden",4,5,3,12,"Sweden",247260155858,8872109,0,27869.3776032283
"340","Summer",2000,"Sydney","Australia",22,"Brazil",0,6,6,12,"Brazil",644701831101,174504898,0,3694.46266832579
"341","Summer",2000,"Sydney","Australia",23,"Spain",3,3,5,11,"Spain",580345494748,40263216,0,14413.788872404
"342","Summer",2000,"Sydney","Australia",24,"Norway",4,3,3,10,"Norway",168288531891,4490967,0,37472.6716742742
"343","Summer",2000,"Sydney","Australia",25,"Switzerland",1,6,2,9,"Switzerland",256042925982,7184250,0,35639.4788575008
"344","Summer",2000,"Sydney","Australia",26,"Jamaica",0,6,3,9,"Jamaica",9008629729,2589389,0,3479.05615147048
"345","Summer",2000,"Sydney","Australia",27,"Ethiopia",4,1,3,8,"Ethiopia",8098332674,66024199,0,122.657037823359
"346","Summer",2000,"Sydney","Australia",28,"Czech Republic",2,3,3,8,"Czech Republic",58807244368,10272322,0,5724.82486121444
"347","Summer",2000,"Sydney","Australia",29,"Kazakhstan",3,4,0,7,"Kazakhstan",18291990619,14883626,0,1229.0009584358
"348","Summer",2000,"Sydney","Australia",30,"Kenya",2,3,2,7,"Kenya",12705350153,31285050,0,406.115705520688
"349","Summer",2000,"Sydney","Australia",31,"Denmark",2,3,1,6,"Denmark",160082517846,5339616,0,29980.1554729778
"350","Summer",2000,"Sydney","Australia",32,"Indonesia",1,3,2,6,"Indonesia",165021012262,208938698,0,789.805880105561
"351","Summer",2000,"Sydney","Australia",33,"Mexico",1,2,3,6,"Mexico",692177614210,103873607,0,6663.65243492507
"352","Summer",2000,"Sydney","Australia",34,"Georgia",0,0,6,6,"Georgia",3057453461,4418300,0,691.997705225992
"353","Summer",2000,"Sydney","Australia",35,"Turkey",3,0,2,5,"Turkey",266567531990,63174483,0,4219.5443370704
"354","Summer",2000,"Sydney","Australia",36,"Lithuania",2,0,3,5,"Lithuania",11434200000,3499536,0,3267.34744263239
"355","Summer",2000,"Sydney","Australia",37,"Slovakia",1,3,1,5,"Slovak Republic",28724041828,5388720,0,5330.4016219065
"356","Summer",2000,"Sydney","Australia",38,"Algeria",1,1,3,5,"Algeria",54790058957,31719449,0,1727.33325087078
"357","Summer",2000,"Sydney","Australia",39,"South Africa",0,2,3,5,"South Africa",132877640158,44000000,0,3019.94636722727
"358","Summer",2000,"Sydney","Australia",40,"Belgium",0,2,3,5,"Belgium",232672747374,10251250,0,22697.0123032801
"359","Summer",2000,"Sydney","Australia",41,"Morocco",0,1,4,5,"Morocco",37020609825,28710123,0,1289.46190251432
"360","Summer",2000,"Sydney","Australia",43,"Iran",3,0,1,4,"Iran, Islamic Rep.",101286514977,65911052,0,1536.71519272671
"361","Summer",2000,"Sydney","Australia",44,"Finland",2,1,1,4,"Finland",121793808734,5176209,0,23529.5384583582
"362","Summer",2000,"Sydney","Australia",45,"Uzbekistan",1,1,2,4,"Uzbekistan",13760374488,24650400,0,558.221143997663
"363","Summer",2000,"Sydney","Australia",46,"New Zealand",1,0,3,4,"New Zealand",51981385896,3857700,0,13474.7092557742
"364","Summer",2000,"Sydney","Australia",47,"Argentina",0,2,2,4,"Argentina",284203750000,36903067,0,7701.35853477978
"365","Summer",2000,"Sydney","Australia",48,"North Korea",0,1,3,4,"Korea, Dem. Rep.",0,22840225,0,0
"366","Summer",2000,"Sydney","Australia",49,"Austria",2,1,0,3,"Austria",192070749954,8011566,0,23974.1830690779
"367","Summer",2000,"Sydney","Australia",50,"Bahamas",2,0,1,3,"Bahamas, The",6327552000,297759,0,21250.5818463926
"368","Summer",2000,"Sydney","Australia",51,"Azerbaijan",2,0,1,3,"Azerbaijan",5272617196,8048600,0,655.097432596973
"369","Summer",2000,"Sydney","Australia",52,"Nigeria",1,2,0,3,"Nigeria",46385996027,122876727,0,377.500257042166
"370","Summer",2000,"Sydney","Australia",53,"Serbia and Montenegro",1,1,1,3,"Montenegro",984279596,611196,0,1610.41563753689
"371","Summer",2000,"Sydney","Australia",54,"Latvia",1,1,1,3,"Latvia",7833068425,2372985,0,3300.93465613984
"372","Summer",2000,"Sydney","Australia",55,"Estonia",1,0,2,3,"Estonia",5675174662,1369515,0,4143.93026874477
"373","Summer",2000,"Sydney","Australia",56,"Thailand",1,0,2,3,"Thailand",122725247706,62343379,0,1968.5369910091
"374","Summer",2000,"Sydney","Australia",57,"Slovenia",2,0,0,2,"Slovenia",19979467790,1988925,0,10045.3600764232
"375","Summer",2000,"Sydney","Australia",58,"Croatia",1,0,1,2,"Croatia",21517784659,4426000,0,4861.67750994126
"376","Summer",2000,"Sydney","Australia",59,"Trinidad and Tobago",0,1,1,2,"Trinidad and Tobago",8154315708,1267980,0,6430.94978469692
"377","Summer",2000,"Sydney","Australia",60,"Saudi Arabia",0,1,1,2,"Saudi Arabia",188441864875,20144584,0,9354.46792423214
"378","Summer",2000,"Sydney","Australia",61,"Moldova",0,1,1,2,"Moldova",1288420223,3639588,0,354.001668045944
"379","Summer",2000,"Sydney","Australia",62,"Costa Rica",0,0,2,2,"Costa Rica",15946443103,3929588,0,4058.0445336763
"380","Summer",2000,"Sydney","Australia",63,"Portugal",0,0,2,2,"Portugal",117299520914,10225836,0,11470.8979211088
"381","Summer",2000,"Sydney","Australia",64,"Colombia",1,0,0,1,"Colombia",99886577576,39897984,0,2503.54949202446
"382","Summer",2000,"Sydney","Australia",65,"Cameroon",1,0,0,1,"Cameroon",9287367569,15927713,0,583.094859192905
"383","Summer",2000,"Sydney","Australia",66,"Mozambique",1,0,0,1,"Mozambique",4310090791,18275618,0,235.83830604251
"384","Summer",2000,"Sydney","Australia",67,"Vietnam",0,1,0,1,"Vietnam",33640085728,77630900,0,433.333707685986
"385","Summer",2000,"Sydney","Australia",68,"Uruguay",0,1,0,1,"Uruguay",22823255806,3320841,0,6872.7336858344
"386","Summer",2000,"Sydney","Australia",69,"Sri Lanka",0,1,0,1,"Sri Lanka",16330810304,19102000,0,854.926725159669
"387","Summer",2000,"Sydney","Australia",70,"Ireland",0,1,0,1,"Ireland",97331522052,3805174,0,25578.7309731434
"388","Summer",2000,"Sydney","Australia",71,"Barbados",0,0,1,1,"Barbados",3119500000,267190,0,11675.2123956735
"389","Summer",2000,"Sydney","Australia",72,"Iceland",0,0,1,1,"Iceland",8697298234,281205,0,30928.675642325
"390","Summer",2000,"Sydney","Australia",73,"Kuwait",0,0,1,1,"Kuwait",37718011469,1906231,0,19786.6950380096
"391","Summer",2000,"Sydney","Australia",74,"Israel",0,0,1,1,"Israel",124895151203,6289000,0,19859.3021470822
"392","Summer",2000,"Sydney","Australia",75,"Macedonia",0,0,1,1,"Macedonia, FYR",3586883989,2052129,0,1747.884265073
"393","Summer",2000,"Sydney","Australia",76,"Kyrgyzstan",0,0,1,1,"Kyrgyz Republic",1369691955,4898400,0,279.620274987751
"394","Summer",2000,"Sydney","Australia",77,"Armenia",0,0,1,1,"Armenia",1911563665,3076098,0,621.424826192143
"395","Summer",2000,"Sydney","Australia",78,"Qatar",0,0,1,1,"Qatar",17759889598,593693,0,29914.2647765764
"396","Summer",2000,"Sydney","Australia",79,"India",0,0,1,1,"India",476609148198,1042261758,0,457.283541816374
"397","Summer",2000,"Sydney","Australia",80,"Chile",0,0,1,1,"Chile",79328640264,15454402,0,5133.07731117645
"398","Winter",1998,"Nagano","Japan",1,"Germany",12,9,8,29,"Germany",2178170501278,82047195,1,26547.7753539045
"399","Winter",1998,"Nagano","Japan",2,"Norway",10,10,5,25,"Norway",151139149912,4431464,1,34105.9184757001
"400","Winter",1998,"Nagano","Japan",3,"Russia",9,6,3,18,"Russian Federation",270953116950,146899000,1,1844.48578240832
"401","Winter",1998,"Nagano","Japan",4,"Austria",3,5,9,17,"Austria",213329585371,7976789,1,26743.791940717
"402","Winter",1998,"Nagano","Japan",5,"Canada",6,5,4,15,"Canada",616766430738,30247900,1,20390.3884480576
"403","Winter",1998,"Nagano","Japan",6,"United States",6,3,4,13,"United States",9.0891e+12,275854000,1,32948.9512568243
"404","Winter",1998,"Nagano","Japan",7,"Finland",2,4,6,12,"Finland",129763017356,5153498,1,25179.5998283108
"405","Winter",1998,"Nagano","Japan",8,"Netherlands",5,4,2,11,"Netherlands",402648300378,15707209,1,25634.6178610089
"406","Winter",1998,"Nagano","Japan",9,"Japan",5,1,4,10,"Japan",3914574887342,126410000,1,30967.2880890911
"407","Winter",1998,"Nagano","Japan",10,"Italy",2,6,2,10,"Italy",1224579873011,56906744,1,21519.0641202561
"408","Winter",1998,"Nagano","Japan",11,"France",2,1,5,8,"France",1468872804092,60185178,1,24405.8895047548
"409","Winter",1998,"Nagano","Japan",12,"China",0,6,2,8,"China",1019458585326,1241935000,1,820.863076832523
"410","Winter",1998,"Nagano","Japan",13,"Switzerland",2,2,3,7,"Switzerland",278904197267,7110001,1,39227.0264472537
"411","Winter",1998,"Nagano","Japan",14,"South Korea",3,1,2,6,"Korea, Rep.",345432412376,46287000,1,7462.83864532158
"412","Winter",1998,"Nagano","Japan",15,"Czech Republic",1,1,1,3,"Czech Republic",63863336207,10294373,1,6203.71305828922
"413","Winter",1998,"Nagano","Japan",16,"Sweden",0,2,1,3,"Sweden",254723204065,8850974,1,28779.1156165412
"414","Winter",1998,"Nagano","Japan",17,"Belarus",0,0,2,2,"Belarus",15222014828,10069000,1,1511.77026795114
"415","Winter",1998,"Nagano","Japan",18,"Kazakhstan",0,0,2,2,"Kazakhstan",22135245413,15071300,1,1468.70179831866
"416","Winter",1998,"Nagano","Japan",19,"Bulgaria",1,0,0,1,"Bulgaria",13060786998,8256786,1,1581.82457411395
"417","Winter",1998,"Nagano","Japan",20,"Denmark",0,1,0,1,"Denmark",173653145893,5304219,1,32738.6832807997
"418","Winter",1998,"Nagano","Japan",21,"Ukraine",0,1,0,1,"Ukraine",41883241480,50143939,1,835.26029895657
"419","Winter",1998,"Nagano","Japan",22,"Great Britain",0,0,1,1,"United Kingdom",1477759191785,58487141,1,25266.3947411107
"420","Winter",1998,"Nagano","Japan",23,"Australia",0,0,1,1,"Australia",399523163535,18711000,1,21352.3148701299
"421","Winter",1998,"Nagano","Japan",24,"Belgium",0,0,1,1,"Belgium",255599022005,10203008,1,25051.339958275
"422","Summer",1996,"Atlanta","United States",1,"United States",44,32,25,101,"United States",8.1002e+12,269394000,0,30068.2272062481
"423","Summer",1996,"Atlanta","United States",2,"Germany",20,18,27,65,"Germany",2436963867949,81914831,0,29749.9712591606
"424","Summer",1996,"Atlanta","United States",3,"Russia",26,21,16,63,"Russian Federation",391721392325,147739000,0,2651.44201818748
"425","Summer",1996,"Atlanta","United States",4,"China",16,22,12,50,"China",856084729312,1217550000,0,703.120799402078
"426","Summer",1996,"Atlanta","United States",5,"Australia",9,9,23,41,"Australia",401579666161,18311000,0,21931.0614472721
"427","Summer",1996,"Atlanta","United States",6,"France",15,7,15,37,"France",1572776381587,59752020,0,26321.7273924296
"428","Summer",1996,"Atlanta","United States",7,"Italy",13,10,12,35,"Italy",1266354134494,56860281,0,22271.3309224413
"429","Summer",1996,"Atlanta","United States",8,"South Korea",7,15,5,27,"Korea, Rep.",557643607434,45525000,0,12249.173145173
"430","Summer",1996,"Atlanta","United States",9,"Cuba",9,8,8,25,"Cuba",25017300000,10980758,0,2278.28534241443
"431","Summer",1996,"Atlanta","United States",10,"Ukraine",9,2,12,23,"Ukraine",44558077827,51057189,0,872.70918551744
"432","Summer",1996,"Atlanta","United States",11,"Canada",3,11,8,22,"Canada",613761642831,29671900,0,20684.9457847661
"433","Summer",1996,"Atlanta","United States",12,"Hungary",7,4,10,21,"Hungary",45930691794,10311238,0,4454.43037916495
"434","Summer",1996,"Atlanta","United States",13,"Romania",4,7,9,20,"Romania",35333677695,22619004,0,1562.12350000027
"435","Summer",1996,"Atlanta","United States",14,"Netherlands",4,5,10,19,"Netherlands",417980392157,15530498,0,26913.5215211386
"436","Summer",1996,"Atlanta","United States",15,"Poland",7,5,5,17,"Poland",156684099254,38624370,0,4056.61242510881
"437","Summer",1996,"Atlanta","United States",16,"Spain",5,6,6,17,"Spain",622428740313,39478186,0,15766.3966706322
"438","Summer",1996,"Atlanta","United States",17,"Bulgaria",3,7,5,15,"Bulgaria",8890316778,8362826,0,1063.07566102655
"439","Summer",1996,"Atlanta","United States",18,"Brazil",3,3,9,15,"Brazil",839682618645,164392423,0,5107.79391970517
"440","Summer",1996,"Atlanta","United States",19,"Great Britain",1,8,6,15,"United Kingdom",1241831513261,58166950,0,21349.4349155491
"441","Summer",1996,"Atlanta","United States",20,"Belarus",1,6,8,15,"Belarus",14756861538,10160000,0,1452.44700177165
"442","Summer",1996,"Atlanta","United States",21,"Japan",3,6,5,14,"Japan",4706187126020,125761000,0,37421.6738577142
"443","Summer",1996,"Atlanta","United States",22,"Czech Republic",4,3,4,11,"Czech Republic",64894609845,10315241,0,6291.13850514981
"444","Summer",1996,"Atlanta","United States",23,"Kazakhstan",3,4,4,11,"Kazakhstan",21035357833,15577894,0,1350.33386624662
"445","Summer",1996,"Atlanta","United States",24,"Greece",4,4,0,8,"Greece",138028597015,10709173,0,12888.8194275132
"446","Summer",1996,"Atlanta","United States",25,"Sweden",2,4,2,8,"Sweden",276456158664,8840998,0,31269.7908837894
"447","Summer",1996,"Atlanta","United States",26,"Kenya",1,4,3,8,"Kenya",12045865466,28186224,0,427.36712324432
"448","Summer",1996,"Atlanta","United States",27,"Switzerland",4,3,0,7,"Switzerland",312031429538,7071850,0,44123.0271482003
"449","Summer",1996,"Atlanta","United States",28,"Norway",2,2,3,7,"Norway",160158299482,4381336,0,36554.6717900659
"450","Summer",1996,"Atlanta","United States",29,"Denmark",4,1,1,6,"Denmark",184435821822,5263074,0,35043.3647374139
"451","Summer",1996,"Atlanta","United States",30,"Turkey",4,1,1,6,"Turkey",181475555283,59442502,0,3052.95956894614
"452","Summer",1996,"Atlanta","United States",31,"New Zealand",3,2,1,6,"New Zealand",69445176842,3732000,0,18608.0323799571
"453","Summer",1996,"Atlanta","United States",32,"Belgium",2,2,2,6,"Belgium",275796742671,10156637,0,27154.3368805048
"454","Summer",1996,"Atlanta","United States",33,"Nigeria",2,1,3,6,"Nigeria",34987951375,111166210,0,314.73548819376
