"","Year","CountryName","TotalAdj","predicted","residuals","Gold","Silver","Bronze","locCity"
"2840",2012,"Egypt, Arab Rep.",2,2,0.02549442999316,0,2,0,"London"
"701",1972,"El Salvador",0,0,0.131456984946073,0,0,0,"Munchen"
"1343",1984,"El Salvador",0,2,-2.18350508471054,0,0,0,"Los Angeles"
"1557",1988,"El Salvador",0,0,1.96082016051874,0,0,0,"Seoul"
"1771",1992,"El Salvador",0,1,-0.827856441044936,0,0,0,"Barcelona"
"1985",1996,"El Salvador",0,0,-0.285659327896053,0,0,0,"Atlanta"
"2199",2000,"El Salvador",0,1,-0.783787915299863,0,0,0,"Sydney"
"2413",2004,"El Salvador",0,0,-0.32125575124038,0,0,0,"Athina"
"2627",2008,"El Salvador",0,0,-0.407427481572119,0,0,0,"Beijing"
"2841",2012,"El Salvador",0,0,-0.280992099450509,0,0,0,"London"
"1558",1988,"Equatorial Guinea",0,0,3.05768847226837,0,0,0,"Seoul"
"1772",1992,"Equatorial Guinea",0,0,0.317406202204478,0,0,0,"Barcelona"
"1986",1996,"Equatorial Guinea",0,0,0.868329840475715,0,0,0,"Atlanta"
"2200",2000,"Equatorial Guinea",0,0,-0.0386657624449723,0,0,0,"Sydney"
"2414",2004,"Equatorial Guinea",0,0,0.0371243681574215,0,0,0,"Athina"
"2628",2008,"Equatorial Guinea",0,0,-0.289039352273133,0,0,0,"Beijing"
"2842",2012,"Equatorial Guinea",0,0,-0.171601272998624,0,0,0,"London"
"2415",2004,"Eritrea",1,0,1.49800037703958,0,0,1,"Athina"
"2629",2008,"Eritrea",0,0,-0.497471694755476,0,0,0,"Beijing"
"2843",2012,"Eritrea",0,0,0.347873705874823,0,0,0,"London"
"1988",1996,"Estonia",0,2,-1.90380731222876,0,0,0,"Atlanta"
"2202",2000,"Estonia",3,1,2.48627151790517,1,0,2,"Sydney"
"2416",2004,"Estonia",3,3,-0.0295430159853351,0,1,2,"Athina"
"2630",2008,"Estonia",2,3,-1.23146993168453,1,1,0,"Beijing"
"2844",2012,"Estonia",2,2,-0.11840982643463,0,1,1,"London"
"1775",1992,"Ethiopia",3,5,-1.75712091790596,1,0,2,"Barcelona"
"1989",1996,"Ethiopia",3,3,-0.0486835640290298,2,0,1,"Atlanta"
"2203",2000,"Ethiopia",8,3,4.54103871864612,4,1,3,"Sydney"
"2417",2004,"Ethiopia",7,8,-0.677888986325242,2,3,2,"Athina"
"2631",2008,"Ethiopia",7,7,-0.0268898416298869,4,1,2,"Beijing"
"2845",2012,"Ethiopia",7,7,-0.0173150375574922,3,1,3,"London"
"493",1968,"Fiji",0,0,0.534580623817195,0,0,0,"Ciudad de Mexico"
"707",1972,"Fiji",0,0,0.573286945127868,0,0,0,"Munchen"
"921",1976,"Fiji",0,0,1.11710001766142,0,0,0,"Montreal"
"1349",1984,"Fiji",0,2,-1.81878199387039,0,0,0,"Los Angeles"
"1563",1988,"Fiji",0,0,2.38545427307567,0,0,0,"Seoul"
"1777",1992,"Fiji",0,0,-0.393944776467815,0,0,0,"Barcelona"
"1991",1996,"Fiji",0,0,0.215965051118689,0,0,0,"Atlanta"
"2205",2000,"Fiji",0,0,-0.135771482957016,0,0,0,"Sydney"
"2419",2004,"Fiji",0,0,0.235307977319565,0,0,0,"Athina"
"2633",2008,"Fiji",0,0,0.154906785121041,0,0,0,"Beijing"
"2847",2012,"Fiji",0,0,0.291653148347707,0,0,0,"London"
"280",1964,"Finland",5,6,-0.652320915319113,3,0,2,"Tokyo"
"494",1968,"Finland",4,5,-1.3779274999354,1,2,1,"Ciudad de Mexico"
"708",1972,"Finland",8,4,3.63888345446726,3,1,4,"Munchen"
"922",1976,"Finland",6,8,-1.55132146534585,4,2,0,"Montreal"
"1136",1980,"Finland",8,7,0.679332134006642,3,1,4,"Moskva"
"1350",1984,"Finland",12,10,1.52129798961428,4,2,6,"Los Angeles"
"1564",1988,"Finland",4,10,-6.25360654009786,1,1,2,"Seoul"
"1778",1992,"Finland",5,5,-0.463905093580206,1,2,2,"Barcelona"
"1992",1996,"Finland",4,6,-1.73407113463542,1,2,1,"Atlanta"
"2206",2000,"Finland",4,5,-1.20693488700741,2,1,1,"Sydney"
"2420",2004,"Finland",2,5,-2.82282299623567,0,2,0,"Athina"
"2634",2008,"Finland",4,3,0.942555313261216,1,1,2,"Beijing"
"2848",2012,"Finland",3,5,-1.73853586539951,0,1,2,"London"
"281",1964,"France",15,6,8.55834693239743,1,8,6,"Tokyo"
"495",1968,"France",15,16,-0.572601411417685,7,3,5,"Ciudad de Mexico"
"709",1972,"France",13,15,-2.47090272182963,2,4,7,"Munchen"
"923",1976,"France",9,13,-4.00095901662722,2,3,4,"Montreal"
"1137",1980,"France",14,11,3.06550771608424,6,5,3,"Moskva"
"1351",1984,"France",28,17,11.1840203253437,5,7,16,"Los Angeles"
"1565",1988,"France",16,26,-9.91767446445668,6,4,6,"Seoul"
"1779",1992,"France",29,17,11.5225426514043,8,5,16,"Barcelona"
"1993",1996,"France",37,29,8.03988332937374,15,7,15,"Atlanta"
"2207",2000,"France",38,37,1.1901504976673,13,14,11,"Sydney"
"2421",2004,"France",33,37,-4.36020701263235,11,9,13,"Athina"
"2635",2008,"France",41,33,8.22281022717811,7,16,18,"Beijing"
"2849",2012,"France",34,40,-6.07128759403028,11,11,12,"London"
"1353",1984,"Gabon",0,2,-2.16023540276324,0,0,0,"Los Angeles"
"1567",1988,"Gabon",0,0,2.00235535160671,0,0,0,"Seoul"
"1781",1992,"Gabon",0,1,-0.794681288404227,0,0,0,"Barcelona"
"1995",1996,"Gabon",0,0,-0.0894242520392983,0,0,0,"Atlanta"
"2209",2000,"Gabon",0,0,-0.478010365901708,0,0,0,"Sydney"
"2423",2004,"Gabon",0,0,-0.0663957882900628,0,0,0,"Athina"
"2637",2008,"Gabon",0,0,-0.299868232700783,0,0,0,"Beijing"
"2851",2012,"Gabon",1,0,0.810341515820645,0,1,0,"London"
"1568",1988,"Gambia, The",0,0,2.82288530467289,0,0,0,"Seoul"
"1782",1992,"Gambia, The",0,0,-0.161476591089296,0,0,0,"Barcelona"
"1996",1996,"Gambia, The",0,0,0.496372041436005,0,0,0,"Atlanta"
"2210",2000,"Gambia, The",0,0,0.096484937703703,0,0,0,"Sydney"
"2424",2004,"Gambia, The",0,0,0.707870292219852,0,0,0,"Athina"
"2638",2008,"Gambia, The",0,0,0.557120826742226,0,0,0,"Beijing"
"2852",2012,"Gambia, The",0,0,0.731643443353573,0,0,0,"London"
"2211",2000,"Georgia",6,2,3.79743070901039,0,0,6,"Sydney"
"2425",2004,"Georgia",4,6,-1.58102407260367,2,2,0,"Athina"
"2639",2008,"Georgia",6,4,2.01468582938042,3,0,3,"Beijing"
"2853",2012,"Georgia",7,6,1.24080259790706,1,3,3,"London"
"1998",1996,"Germany",65,79,-13.6417289408761,20,18,27,"Atlanta"
"2212",2000,"Germany",56,63,-7.09501183580066,13,17,26,"Sydney"
"2426",2004,"Germany",49,54,-5.2756734045433,13,16,20,"Athina"
"2640",2008,"Germany",41,48,-6.81180065303705,16,10,15,"Beijing"
"2854",2012,"Germany",44,40,3.84338714140763,11,19,14,"London"
"287",1964,"Ghana",1,1,-0.455529048059736,0,0,1,"Tokyo"
"501",1968,"Ghana",0,1,-1.1308276057589,0,0,0,"Ciudad de Mexico"
"715",1972,"Ghana",1,0,0.966601246141246,0,0,1,"Munchen"
"1357",1984,"Ghana",0,3,-3.18308081754835,0,0,0,"Los Angeles"
"1571",1988,"Ghana",0,0,1.88655229025406,0,0,0,"Seoul"
"1785",1992,"Ghana",1,1,0.140807727724099,0,0,1,"Barcelona"
"1999",1996,"Ghana",0,1,-1.10702589454677,0,0,0,"Atlanta"
"2213",2000,"Ghana",0,0,-0.494982800290244,0,0,0,"Sydney"
"2427",2004,"Ghana",0,0,-0.154126034977747,0,0,0,"Athina"
"2641",2008,"Ghana",0,1,-0.506164408994793,0,0,0,"Beijing"
"2855",2012,"Ghana",0,0,-0.456601326263002,0,0,0,"London"
"288",1964,"Greece",0,2,-1.87186047711576,0,0,0,"Tokyo"
"502",1968,"Greece",1,1,0.255004768959299,0,0,1,"Ciudad de Mexico"
"716",1972,"Greece",2,2,0.407215919143254,0,2,0,"Munchen"
"930",1976,"Greece",0,2,-1.93017316405767,0,0,0,"Montreal"
"1144",1980,"Greece",3,2,1.27563817471208,1,0,2,"Moskva"
"1358",1984,"Greece",2,6,-3.77062472216221,0,1,1,"Los Angeles"
"1572",1988,"Greece",1,1,0.207967830827183,0,0,1,"Seoul"
"1786",1992,"Greece",2,3,-0.667189576689097,2,0,0,"Barcelona"
"2000",1996,"Greece",8,3,5.04187881870957,4,4,0,"Atlanta"
"2214",2000,"Greece",13,9,4.04125310807707,4,6,3,"Sydney"
"2428",2004,"Greece",16,13,2.70036671683974,6,6,4,"Athina"
"2642",2008,"Greece",4,16,-12.2208201702653,0,2,2,"Beijing"
"2856",2012,"Greece",2,5,-2.74641831161273,0,0,2,"London"
"720",1972,"Guatemala",0,0,-0.0279942686114708,0,0,0,"Munchen"
"934",1976,"Guatemala",0,0,0.532324754704502,0,0,0,"Montreal"
"1148",1980,"Guatemala",0,1,-1.12857529347717,0,0,0,"Moskva"
"1362",1984,"Guatemala",0,2,-2.47944154906393,0,0,0,"Los Angeles"
"1576",1988,"Guatemala",0,0,1.76403433054422,0,0,0,"Seoul"
"1790",1992,"Guatemala",0,1,-1.00485468797993,0,0,0,"Barcelona"
"2004",1996,"Guatemala",0,0,-0.421040812819767,0,0,0,"Atlanta"
"2218",2000,"Guatemala",0,1,-0.907162140980276,0,0,0,"Sydney"
"2432",2004,"Guatemala",0,0,-0.455244189516194,0,0,0,"Athina"
"2646",2008,"Guatemala",0,1,-0.599145598399498,0,0,0,"Beijing"
"2860",2012,"Guatemala",1,1,0.482960122842306,0,1,0,"London"
"1577",1988,"Guinea",0,0,2.133734818131,0,0,0,"Seoul"
"1791",1992,"Guinea",0,1,-0.646474851033948,0,0,0,"Barcelona"
"2005",1996,"Guinea",0,0,0.0133042440872905,0,0,0,"Atlanta"
"2219",2000,"Guinea",0,0,-0.332203260781346,0,0,0,"Sydney"
"2433",2004,"Guinea",0,0,0.124519781677844,0,0,0,"Athina"
"2647",2008,"Guinea",0,0,0.0674102116654324,0,0,0,"Beijing"
"2861",2012,"Guinea",0,0,0.158346410525119,0,0,0,"London"
"2220",2000,"Guinea-Bissau",0,0,0.333603743324902,0,0,0,"Sydney"
"2434",2004,"Guinea-Bissau",0,0,0.739258792529727,0,0,0,"Athina"
"2648",2008,"Guinea-Bissau",0,0,0.599304332793667,0,0,0,"Beijing"
"2862",2012,"Guinea-Bissau",0,0,0.765864454665313,0,0,0,"London"
"295",1964,"Guyana",0,0,0.171593664984321,0,0,0,"Tokyo"
"509",1968,"Guyana",0,0,0.433696902022854,0,0,0,"Ciudad de Mexico"
"723",1972,"Guyana",0,0,0.602800289402091,0,0,0,"Munchen"
"1151",1980,"Guyana",1,0,0.679739892968394,0,0,1,"Moskva"
"1365",1984,"Guyana",0,2,-2.44963060613934,0,0,0,"Los Angeles"
"1579",1988,"Guyana",0,0,2.68886592015816,0,0,0,"Seoul"
"1793",1992,"Guyana",0,0,0.0447510165839055,0,0,0,"Barcelona"
"2007",1996,"Guyana",0,0,0.556381724729024,0,0,0,"Atlanta"
"2221",2000,"Guyana",0,0,0.129471368339585,0,0,0,"Sydney"
"2435",2004,"Guyana",0,0,0.61870954355315,0,0,0,"Athina"
"2649",2008,"Guyana",0,0,0.351090806691895,0,0,0,"Beijing"
"2863",2012,"Guyana",0,0,0.389445238814349,0,0,0,"London"
"1794",1992,"Haiti",0,1,-0.511305498668697,0,0,0,"Barcelona"
"2008",1996,"Haiti",0,0,0.0946699720076014,0,0,0,"Atlanta"
"2222",2000,"Haiti",0,0,-0.39406971691368,0,0,0,"Sydney"
"2436",2004,"Haiti",0,0,0.125231304975026,0,0,0,"Athina"
"2650",2008,"Haiti",0,0,-0.0396777822275255,0,0,0,"Beijing"
"2864",2012,"Haiti",0,0,0.0573982625843338,0,0,0,"London"
"939",1976,"Honduras",0,0,0.899345576514273,0,0,0,"Montreal"
"1367",1984,"Honduras",0,2,-2.15179172314884,0,0,0,"Los Angeles"
"1581",1988,"Honduras",0,0,1.97831163964296,0,0,0,"Seoul"
"1795",1992,"Honduras",0,1,-0.656722805899047,0,0,0,"Barcelona"
"2009",1996,"Honduras",0,0,0.00327101320040837,0,0,0,"Atlanta"
"2223",2000,"Honduras",0,1,-0.595177367886793,0,0,0,"Sydney"
"2437",2004,"Honduras",0,0,-0.14118367016794,0,0,0,"Athina"
"2651",2008,"Honduras",0,0,-0.273209747660665,0,0,0,"Beijing"
"2865",2012,"Honduras",0,0,-0.20344640897204,0,0,0,"London"
"513",1968,"Hungary",32,21,10.9187703146343,10,10,12,"Ciudad de Mexico"
"727",1972,"Hungary",35,30,4.68014263566776,6,13,16,"Munchen"
"941",1976,"Hungary",22,33,-10.5180493872739,4,5,13,"Montreal"
"1155",1980,"Hungary",32,22,9.98423663588034,7,10,15,"Moskva"
"1583",1988,"Hungary",23,29,-5.54905530101586,11,6,6,"Seoul"
"1797",1992,"Hungary",30,23,7.09642480647461,11,12,7,"Barcelona"
"2011",1996,"Hungary",21,29,-7.79370705812697,7,4,10,"Atlanta"
"2225",2000,"Hungary",17,21,-3.80707898097788,8,6,3,"Sydney"
"2439",2004,"Hungary",17,17,0.209497670819447,8,6,3,"Athina"
"2653",2008,"Hungary",10,17,-6.91010186030983,3,5,2,"Beijing"
"2867",2012,"Hungary",18,10,7.85890775232922,8,4,6,"London"
"300",1964,"Iceland",0,0,-0.0653636255890731,0,0,0,"Tokyo"
"514",1968,"Iceland",0,0,0.220687033520885,0,0,0,"Ciudad de Mexico"
"728",1972,"Iceland",0,0,0.285638248949028,0,0,0,"Munchen"
"942",1976,"Iceland",0,0,0.859880084621725,0,0,0,"Montreal"
"1156",1980,"Iceland",0,1,-0.835988081280282,0,0,0,"Moskva"
"1370",1984,"Iceland",1,2,-1.0788132339344,0,0,1,"Los Angeles"
"1584",1988,"Iceland",0,0,0.939378112147108,0,0,0,"Seoul"
"1798",1992,"Iceland",0,1,-0.851795928061946,0,0,0,"Barcelona"
"2012",1996,"Iceland",0,0,-0.155655192229705,0,0,0,"Atlanta"
"2226",2000,"Iceland",1,1,0.367799059914047,0,0,1,"Sydney"
"2440",2004,"Iceland",0,1,-1.17737288147996,0,0,0,"Athina"
"2654",2008,"Iceland",1,0,0.690941261483917,0,1,0,"Beijing"
"2868",2012,"Iceland",0,1,-1.01815268522066,0,0,0,"London"
"301",1964,"India",1,3,-1.5667455141465,1,0,0,"Tokyo"
"515",1968,"India",1,2,-1.23461113479833,0,0,1,"Ciudad de Mexico"
"729",1972,"India",1,2,-1.09049318985865,0,0,1,"Munchen"
"943",1976,"India",0,1,-1.41676386249635,0,0,0,"Montreal"
"1157",1980,"India",1,2,-1.14438350408197,1,0,0,"Moskva"
"1371",1984,"India",0,4,-4.4133202334022,0,0,0,"Los Angeles"
"1585",1988,"India",0,0,0.603914471050468,0,0,0,"Seoul"
"1799",1992,"India",0,2,-2.06799577496848,0,0,0,"Barcelona"
"2013",1996,"India",1,1,-0.452269747520027,0,0,1,"Atlanta"
"2227",2000,"India",1,3,-1.86530364830579,0,0,1,"Sydney"
"2441",2004,"India",1,2,-1.47393453354264,0,1,0,"Athina"
"2655",2008,"India",3,3,0.370800226145613,1,0,2,"Beijing"
"2869",2012,"India",6,4,1.53483545508766,0,2,4,"London"
"516",1968,"Indonesia",0,1,-0.678216846915432,0,0,0,"Ciudad de Mexico"
"730",1972,"Indonesia",0,1,-0.5783794064399,0,0,0,"Munchen"
"944",1976,"Indonesia",0,0,-0.168548100183322,0,0,0,"Montreal"
"1372",1984,"Indonesia",0,3,-3.1883715867903,0,0,0,"Los Angeles"
"1586",1988,"Indonesia",1,0,1.99307912142355,0,1,0,"Seoul"
"1800",1992,"Indonesia",5,3,2.23949154394235,2,2,1,"Barcelona"
"2014",1996,"Indonesia",4,6,-1.93969772682087,1,1,2,"Atlanta"
"2228",2000,"Indonesia",6,5,0.669609447610318,1,3,2,"Sydney"
"2442",2004,"Indonesia",4,7,-2.81706445335968,1,1,2,"Athina"
"2656",2008,"Indonesia",5,5,-0.151323907959176,1,1,3,"Beijing"
"2870",2012,"Indonesia",2,6,-4.09381474961303,0,1,1,"London"
"517",1968,"Iran, Islamic Rep.",5,3,2.4254802978628,2,1,2,"Ciudad de Mexico"
"731",1972,"Iran, Islamic Rep.",3,5,-2.34655357125419,0,2,1,"Munchen"
"945",1976,"Iran, Islamic Rep.",2,3,-1.10987381868659,0,1,1,"Montreal"
"1587",1988,"Iran, Islamic Rep.",1,1,0.0499633297066784,0,1,0,"Seoul"
"2015",1996,"Iran, Islamic Rep.",3,4,-0.83887879508512,1,1,1,"Atlanta"
"2229",2000,"Iran, Islamic Rep.",4,4,-0.236072948634425,3,0,1,"Sydney"
"2443",2004,"Iran, Islamic Rep.",6,5,1.20139608902931,2,2,2,"Athina"
"2657",2008,"Iran, Islamic Rep.",2,7,-4.90068043586015,1,0,1,"Beijing"
"304",1964,"Iraq",0,2,-1.54882142109979,0,0,0,"Tokyo"
"518",1968,"Iraq",0,0,-0.395005536375592,0,0,0,"Ciudad de Mexico"
"1160",1980,"Iraq",0,2,-1.68705000667108,0,0,0,"Moskva"
"1374",1984,"Iraq",0,3,-2.94699803986794,0,0,0,"Los Angeles"
"1588",1988,"Iraq",0,0,1.23214668929834,0,0,0,"Seoul"
"2230",2000,"Iraq",0,1,-1.00340022161356,0,0,0,"Sydney"
"2444",2004,"Iraq",0,0,-0.480690725795089,0,0,0,"Athina"
"2658",2008,"Iraq",0,1,-0.978460567344976,0,0,0,"Beijing"
"2872",2012,"Iraq",0,1,-0.963719571493289,0,0,0,"London"
"305",1964,"Ireland",1,1,0.342947001651185,0,0,1,"Tokyo"
"519",1968,"Ireland",0,1,-1.33045899365028,0,0,0,"Ciudad de Mexico"
"733",1972,"Ireland",0,0,-0.355919608550465,0,0,0,"Munchen"
"947",1976,"Ireland",0,0,0.305668405967885,0,0,0,"Montreal"
"1161",1980,"Ireland",2,1,0.570495763892068,0,1,1,"Moskva"
"1375",1984,"Ireland",1,5,-3.56871521834773,0,1,0,"Los Angeles"
"1589",1988,"Ireland",0,0,0.35833207354368,0,0,0,"Seoul"
"1803",1992,"Ireland",2,2,0.492300758970676,1,1,0,"Barcelona"
"2017",1996,"Ireland",4,3,1.24089686221186,3,0,1,"Atlanta"
"2231",2000,"Ireland",1,5,-4.13546765722659,0,1,0,"Sydney"
"2445",2004,"Ireland",0,2,-2.01183168474592,0,0,0,"Athina"
"2659",2008,"Ireland",3,1,1.82275152514493,0,1,2,"Beijing"
"2873",2012,"Ireland",5,4,1.24707681762384,1,1,3,"London"
"307",1964,"Israel",0,1,-0.719769914103476,0,0,0,"Tokyo"
"521",1968,"Israel",0,0,-0.453362346529479,0,0,0,"Ciudad de Mexico"
"735",1972,"Israel",0,0,-0.400860489133152,0,0,0,"Munchen"
"949",1976,"Israel",0,0,0.214055950147831,0,0,0,"Montreal"
"1377",1984,"Israel",0,3,-2.78559501975057,0,0,0,"Los Angeles"
"1591",1988,"Israel",0,0,1.23948973875169,0,0,0,"Seoul"
"1805",1992,"Israel",2,2,0.433845371742768,0,1,1,"Barcelona"
"2019",1996,"Israel",1,3,-1.86915068464244,0,0,1,"Atlanta"
"2233",2000,"Israel",1,2,-1.41185387051512,0,0,1,"Sydney"
"2447",2004,"Israel",2,2,0.102870028467349,1,0,1,"Athina"
"2661",2008,"Israel",1,3,-1.96802057482166,0,0,1,"Beijing"
"308",1964,"Italy",27,35,-8.29559957268983,10,10,7,"Tokyo"
"522",1968,"Italy",16,27,-10.6706385607948,3,4,9,"Ciudad de Mexico"
"736",1972,"Italy",18,16,1.70533581701875,5,3,10,"Munchen"
"950",1976,"Italy",13,18,-4.51259946560593,2,7,4,"Montreal"
"1164",1980,"Italy",15,15,0.45112144041384,8,3,4,"Moskva"
"1378",1984,"Italy",32,18,14.3145159569743,14,6,12,"Los Angeles"
"1592",1988,"Italy",14,30,-15.609612646499,6,4,4,"Seoul"
"1806",1992,"Italy",19,16,3.41593598722404,6,5,8,"Barcelona"
"2020",1996,"Italy",35,20,15.4549356211719,13,10,12,"Atlanta"
"2234",2000,"Italy",34,35,-0.883266298099913,13,8,13,"Sydney"
"2448",2004,"Italy",32,34,-1.56832434753263,10,11,11,"Athina"
"2662",2008,"Italy",27,32,-4.77878930361408,8,9,10,"Beijing"
"2876",2012,"Italy",28,27,1.09648953962433,8,9,11,"London"
"523",1968,"Jamaica",1,0,0.948648223245586,0,1,0,"Ciudad de Mexico"
"737",1972,"Jamaica",1,1,0.0810737662322542,0,0,1,"Munchen"
"951",1976,"Jamaica",2,0,1.72563574370046,1,1,0,"Montreal"
"1165",1980,"Jamaica",3,3,0.343261674311848,0,0,3,"Moskva"
"1379",1984,"Jamaica",3,5,-1.84826769596978,0,1,2,"Los Angeles"
"1593",1988,"Jamaica",2,1,1.19060744064127,0,2,0,"Seoul"
"1807",1992,"Jamaica",4,3,1.4695882801247,0,3,1,"Barcelona"
"2021",1996,"Jamaica",6,4,2.12273503929974,1,3,2,"Atlanta"
"2235",2000,"Jamaica",9,6,2.73016396637514,0,6,3,"Sydney"
"2449",2004,"Jamaica",5,9,-3.59231371521495,2,1,2,"Athina"
"2663",2008,"Jamaica",11,5,6.06346189559926,6,3,2,"Beijing"
"2877",2012,"Jamaica",12,10,1.5909601280094,4,4,4,"London"
"310",1964,"Japan",29,19,10.4463161970242,16,5,8,"Tokyo"
"524",1968,"Japan",25,29,-3.70264184496786,11,7,7,"Ciudad de Mexico"
"738",1972,"Japan",29,25,4.03930296034277,13,8,8,"Munchen"
"952",1976,"Japan",25,28,-3.10231735835705,9,6,10,"Montreal"
"1380",1984,"Japan",32,27,4.61552432065319,10,8,14,"Los Angeles"
"1594",1988,"Japan",14,30,-16.0021419511808,4,3,7,"Seoul"
"1808",1992,"Japan",22,16,6.06867096622432,3,8,11,"Barcelona"
"2022",1996,"Japan",14,23,-8.7597220126425,3,6,5,"Atlanta"
"2236",2000,"Japan",18,16,2.29335763274365,5,8,5,"Sydney"
"2450",2004,"Japan",37,19,18.0785160404677,16,9,12,"Athina"
"2664",2008,"Japan",25,37,-11.6874141802643,9,6,10,"Beijing"
"2878",2012,"Japan",38,25,12.6264586080546,7,14,17,"London"
"1381",1984,"Jordan",0,2,-2.27194382744885,0,0,0,"Los Angeles"
"1595",1988,"Jordan",0,0,1.84106642630772,0,0,0,"Seoul"
"1809",1992,"Jordan",0,1,-0.789513617903016,0,0,0,"Barcelona"
"2023",1996,"Jordan",0,0,-0.160829493179959,0,0,0,"Atlanta"
"2237",2000,"Jordan",0,1,-0.646643572182558,0,0,0,"Sydney"
"2451",2004,"Jordan",0,0,-0.219998414977257,0,0,0,"Athina"
"2665",2008,"Jordan",0,0,-0.414596522391378,0,0,0,"Beijing"
"2879",2012,"Jordan",0,0,-0.361641632871732,0,0,0,"London"
"2238",2000,"Kazakhstan",7,11,-4.17590508361783,3,4,0,"Sydney"
"2452",2004,"Kazakhstan",8,7,0.818677190423392,1,4,3,"Athina"
"2666",2008,"Kazakhstan",13,8,4.54401489919215,2,4,7,"Beijing"
"2880",2012,"Kazakhstan",13,13,-0.100677765750224,7,1,5,"London"
"313",1964,"Kenya",1,0,0.646898137061483,0,0,1,"Tokyo"
"527",1968,"Kenya",9,1,7.93133642238133,3,4,2,"Ciudad de Mexico"
"741",1972,"Kenya",9,8,0.551869355616543,2,3,4,"Munchen"
"1383",1984,"Kenya",3,11,-7.76918226640913,1,0,2,"Los Angeles"
"1597",1988,"Kenya",9,1,7.93242571154347,5,2,2,"Seoul"
"1811",1992,"Kenya",8,9,-1.35209828383379,2,4,2,"Barcelona"
"2025",1996,"Kenya",8,8,0.175421421396981,1,4,3,"Atlanta"
"2239",2000,"Kenya",7,8,-1.26543174882269,2,3,2,"Sydney"
"2453",2004,"Kenya",7,7,0.115211553779365,1,4,2,"Athina"
"2667",2008,"Kenya",14,7,6.92582963378858,6,4,4,"Beijing"
"2881",2012,"Kenya",11,14,-2.54800145925021,2,4,5,"London"
"316",1964,"Korea, Rep.",3,1,2.26488854821737,0,2,1,"Tokyo"
"530",1968,"Korea, Rep.",2,3,-1.40274273050274,0,1,1,"Ciudad de Mexico"
"744",1972,"Korea, Rep.",1,2,-1.41360686192731,0,1,0,"Munchen"
"958",1976,"Korea, Rep.",6,1,4.99514661526346,1,1,4,"Montreal"
"1386",1984,"Korea, Rep.",19,9,10.1949062264706,6,6,7,"Los Angeles"
"1600",1988,"Korea, Rep.",33,17,16.0134975607286,12,10,11,"Seoul"
"1814",1992,"Korea, Rep.",29,33,-3.92796278025252,12,5,12,"Barcelona"
"2028",1996,"Korea, Rep.",27,29,-1.63895022730893,7,15,5,"Atlanta"
"2242",2000,"Korea, Rep.",28,27,0.820459592122712,8,10,10,"Sydney"
"2456",2004,"Korea, Rep.",30,28,2.31182379662881,9,12,9,"Athina"
"2670",2008,"Korea, Rep.",31,30,1.37149015983685,13,10,8,"Beijing"
"2884",2012,"Korea, Rep.",28,30,-2.46311974310924,13,8,7,"London"
"746",1972,"Kuwait",0,0,-0.243537613377466,0,0,0,"Munchen"
"960",1976,"Kuwait",0,0,0.207668385459702,0,0,0,"Montreal"
"1174",1980,"Kuwait",0,2,-1.51234992720029,0,0,0,"Moskva"
"1388",1984,"Kuwait",0,3,-2.7219756246685,0,0,0,"Los Angeles"
"1602",1988,"Kuwait",0,0,1.47728740571953,0,0,0,"Seoul"
"2030",1996,"Kuwait",0,1,-0.61845362206123,0,0,0,"Atlanta"
"2244",2000,"Kuwait",1,1,-0.0990463437206642,0,0,1,"Sydney"
"2458",2004,"Kuwait",0,2,-1.65544134231024,0,0,0,"Athina"
"2672",2008,"Kuwait",0,1,-0.993931219724381,0,0,0,"Beijing"
"2245",2000,"Kyrgyz Republic",1,0,0.913204742876958,0,0,1,"Sydney"
"2459",2004,"Kyrgyz Republic",0,1,-0.649838269601881,0,0,0,"Athina"
"2673",2008,"Kyrgyz Republic",2,0,2.03296412076964,0,1,1,"Beijing"
"2887",2012,"Kyrgyz Republic",0,2,-1.74833904702522,0,0,0,"London"
"1604",1988,"Lao PDR",0,0,2.56132104322325,0,0,0,"Seoul"
"1818",1992,"Lao PDR",0,0,-0.314365113473262,0,0,0,"Barcelona"
"2032",1996,"Lao PDR",0,0,0.240289908836506,0,0,0,"Atlanta"
"2246",2000,"Lao PDR",0,0,-0.159620961244628,0,0,0,"Sydney"
"2460",2004,"Lao PDR",0,0,0.26324649787134,0,0,0,"Athina"
"2674",2008,"Lao PDR",0,0,0.0141251477152713,0,0,0,"Beijing"
"2888",2012,"Lao PDR",0,0,0.00459107883054133,0,0,0,"London"
"2033",1996,"Latvia",1,3,-1.89434986713071,0,1,0,"Atlanta"
"2247",2000,"Latvia",3,2,1.44788047289285,1,1,1,"Sydney"
"2461",2004,"Latvia",4,3,0.924611687695476,0,4,0,"Athina"
"2675",2008,"Latvia",3,4,-1.27748095544289,1,1,1,"Beijing"
"2889",2012,"Latvia",2,3,-1.12940870496134,1,0,1,"London"
"1606",1988,"Lebanon",0,0,2.03841840411679,0,0,0,"Seoul"
"1820",1992,"Lebanon",0,1,-0.800545605651238,0,0,0,"Barcelona"
"2034",1996,"Lebanon",0,0,-0.367553427391759,0,0,0,"Atlanta"
"2248",2000,"Lebanon",0,1,-0.862870763103569,0,0,0,"Sydney"
"2462",2004,"Lebanon",0,0,-0.416493536242535,0,0,0,"Athina"
"2676",2008,"Lebanon",0,1,-0.508586398126084,0,0,0,"Beijing"
