GameType, Year, locCity, locCountry, Rank, partCountry, Gold, Silver, Bronze, Total,Wbcountry,GDP,Pop
Winter,1972,Sapporo,Japan,17,Canada,0,1,0,1,Canada,111034447924,21993631
Summer,1968,Ciudad de Mexico,Mexico,1,United States,45,28,34,107,United States,901455806464,200706000
Summer,1968,Ciudad de Mexico,Mexico,2,Soviet Union,29,32,30,91,Russian Federation,0,128927892
Summer,1968,Ciudad de Mexico,Mexico,3,Hungary,10,10,12,32,Hungary,4684666743,10255815
Summer,1968,Ciudad de Mexico,Mexico,4,West Germany,5,11,10,26,Germany,0,77294314
Summer,1968,Ciudad de Mexico,Mexico,5,Japan,11,7,7,25,Japan,146601072686,101061000
Summer,1968,Ciudad de Mexico,Mexico,6,East Germany,9,9,7,25,Germany,0,77294314
Summer,1968,Ciudad de Mexico,Mexico,7,Poland,5,2,11,18,Poland,0,32294655
Summer,1968,Ciudad de Mexico,Mexico,8,Australia,5,7,5,17,Australia,32709149961,12009000
Summer,1968,Ciudad de Mexico,Mexico,9,Italy,3,4,9,16,Italy,87942231678,53235750
Summer,1968,Ciudad de Mexico,Mexico,10,France,7,3,5,15,France,129847107788,51175036
Summer,1968,Ciudad de Mexico,Mexico,11,Romania,4,6,5,15,Romania,0,19799831
Summer,1968,Ciudad de Mexico,Mexico,12,Czechoslovakia,7,2,4,13,Czech Republic,0,9876346
Summer,1968,Ciudad de Mexico,Mexico,13,Great Britain,5,5,3,13,United Kingdom,104702736248,55211700
Summer,1968,Ciudad de Mexico,Mexico,14,Kenya,3,4,2,9,Kenya,1353295458,10502250
Summer,1968,Ciudad de Mexico,Mexico,15,Mexico,3,3,3,9,Mexico,29363632834,49787609
Summer,1968,Ciudad de Mexico,Mexico,16,Bulgaria,2,4,3,9,Bulgaria,0,8369603
Summer,1968,Ciudad de Mexico,Mexico,17,Yugoslavia,3,3,2,8,"Macedonia, FYR",0,1649396
Summer,1968,Ciudad de Mexico,Mexico,18,Denmark,1,4,3,8,Denmark,13196541952,4864883
Summer,1968,Ciudad de Mexico,Mexico,19,Netherlands,3,3,1,7,Netherlands,27817605743,12729721
Summer,1968,Ciudad de Mexico,Mexico,20,Iran,2,1,2,5,"Iran, Islamic Rep.",8447898398,27113136
Summer,1968,Ciudad de Mexico,Mexico,21,Canada,1,3,1,5,Canada,70759031842,20744000
Summer,1968,Ciudad de Mexico,Mexico,22,Switzerland,0,1,4,5,Switzerland,18942729779,6067714
Summer,1968,Ciudad de Mexico,Mexico,23,Sweden,2,1,1,4,Sweden,29143383491,7912273
Summer,1968,Ciudad de Mexico,Mexico,24,Finland,1,2,1,4,Finland,8823033880,4626469
Summer,1968,Ciudad de Mexico,Mexico,25,Cuba,0,4,0,4,Cuba,0,8413282
Summer,1968,Ciudad de Mexico,Mexico,26,Austria,0,2,2,4,Austria,12440625313,7415403
Summer,1968,Ciudad de Mexico,Mexico,27,Mongolia,0,1,3,4,Mongolia,0,1207102
Summer,1968,Ciudad de Mexico,Mexico,28,New Zealand,1,0,2,3,New Zealand,5180597621,2748100
Summer,1968,Ciudad de Mexico,Mexico,29,Brazil,0,1,2,3,Brazil,33875881906,91377490
Summer,1968,Ciudad de Mexico,Mexico,30,Turkey,2,0,0,2,Turkey,17500000000,33196289
Summer,1968,Ciudad de Mexico,Mexico,31,Ethiopia,1,1,0,2,Ethiopia,0,26945326
Summer,1968,Ciudad de Mexico,Mexico,32,Norway,1,1,0,2,Norway,10159934137,3816486
Summer,1968,Ciudad de Mexico,Mexico,33,Tunisia,1,0,1,2,Tunisia,1214666667,4933131
Summer,1968,Ciudad de Mexico,Mexico,34,Uganda,0,1,1,2,Uganda,1037379286,8872890
Summer,1968,Ciudad de Mexico,Mexico,35,South Korea,0,1,1,2,"Korea, Rep.",5955336766,30574752
Summer,1968,Ciudad de Mexico,Mexico,36,Belgium,0,1,1,2,Belgium,21376353113,9618756
Summer,1968,Ciudad de Mexico,Mexico,37,Argentina,0,0,2,2,Argentina,26436857248,23269302
Summer,1968,Ciudad de Mexico,Mexico,38,Venezuela,1,0,0,1,"Venezuela, RB",11470909285,10040248
Summer,1968,Ciudad de Mexico,Mexico,39,Pakistan,1,0,0,1,Pakistan,8090088419,56074840
Summer,1968,Ciudad de Mexico,Mexico,40,Cameroon,0,1,0,1,Cameroon,1053076992,6437157
Summer,1968,Ciudad de Mexico,Mexico,41,Jamaica,0,1,0,1,Jamaica,1083839096,1823706
Summer,1968,Ciudad de Mexico,Mexico,42,India,0,0,1,1,India,54016411987,531160986
Summer,1968,Ciudad de Mexico,Mexico,44,Greece,0,0,1,1,Greece,9915140546,8740765
Winter,1968,Grenoble,France,1,Norway,6,6,2,14,Norway,10159934137,3816486
Winter,1968,Grenoble,France,2,Soviet Union,5,5,3,13,Russian Federation,0,128927892
Winter,1968,Grenoble,France,3,Austria,3,4,4,11,Austria,12440625313,7415403
Winter,1968,Grenoble,France,4,France,4,3,2,9,France,129847107788,51175036
Winter,1968,Grenoble,France,5,Netherlands,3,3,3,9,Netherlands,27817605743,12729721
Winter,1968,Grenoble,France,6,Sweden,3,2,3,8,Sweden,29143383491,7912273
Winter,1968,Grenoble,France,7,West Germany,2,2,3,7,Germany,0,77294314
Winter,1968,Grenoble,France,8,United States,1,5,1,7,United States,901455806464,200706000
Winter,1968,Grenoble,France,9,Switzerland,0,2,4,6,Switzerland,18942729779,6067714
Winter,1968,Grenoble,France,10,East Germany,1,2,2,5,Germany,0,77294314
Winter,1968,Grenoble,France,11,Finland,1,2,2,5,Finland,8823033880,4626469
Winter,1968,Grenoble,France,12,Italy,4,0,0,4,Italy,87942231678,53235750
Winter,1968,Grenoble,France,13,Czechoslovakia,1,2,1,4,Czech Republic,0,9876346
Winter,1968,Grenoble,France,14,Canada,1,1,1,3,Canada,70759031842,20744000
Winter,1968,Grenoble,France,15,Romania,0,0,1,1,Romania,0,19799831
Summer,1964,Tokyo,Japan,1,Soviet Union,30,31,35,96,Russian Federation,0,125344803
Summer,1964,Tokyo,Japan,2,United States,36,26,28,90,United States,656912089088,191889000
Summer,1964,Tokyo,Japan,3,Germany,10,22,18,50,Germany,0,75318337
Summer,1964,Tokyo,Japan,4,Japan,16,5,8,29,Japan,81749006382,97826000
Summer,1964,Tokyo,Japan,5,Italy,10,10,7,27,Italy,63175417019,51675350
Summer,1964,Tokyo,Japan,6,Poland,7,6,10,23,Poland,0,31139450
Summer,1964,Tokyo,Japan,7,Hungary,10,7,5,22,Hungary,0,10119835
Summer,1964,Tokyo,Japan,8,Australia,6,2,10,18,Australia,23803337440,11167000
Summer,1964,Tokyo,Japan,9,Great Britain,4,12,2,18,United Kingdom,93387598814,54000000
Summer,1964,Tokyo,Japan,10,France,1,8,6,15,France,94906593388,49361165
Summer,1964,Tokyo,Japan,11,Czechoslovakia,5,6,3,14,Czech Republic,0,9727804
Summer,1964,Tokyo,Japan,12,Romania,2,4,6,12,Romania,0,18919126
Summer,1964,Tokyo,Japan,13,Bulgaria,3,5,2,10,Bulgaria,0,8144340
Summer,1964,Tokyo,Japan,14,Netherlands,2,4,4,10,Netherlands,18699380731,12127120
Summer,1964,Tokyo,Japan,15,Sweden,2,2,4,8,Sweden,21137242561,7661354
Summer,1964,Tokyo,Japan,16,Turkey,2,3,1,6,Turkey,11172953082,30292969
Summer,1964,Tokyo,Japan,17,Denmark,2,1,3,6,Denmark,9506678763,4722072
Summer,1964,Tokyo,Japan,18,Finland,3,0,2,5,Finland,7766655086,4548543
Summer,1964,Tokyo,Japan,19,New Zealand,3,0,2,5,New Zealand,7274144351,2585400
Summer,1964,Tokyo,Japan,20,Yugoslavia,2,1,2,5,"Macedonia, FYR",0,1556150
Summer,1964,Tokyo,Japan,21,Canada,1,2,1,4,Canada,48882938810,19325000
Summer,1964,Tokyo,Japan,22,Switzerland,1,2,1,4,Switzerland,14480556572,5789228
Summer,1964,Tokyo,Japan,23,Belgium,2,0,1,3,Belgium,15960106681,9378113
Summer,1964,Tokyo,Japan,24,South Korea,0,2,1,3,"Korea, Rep.",3358134143,27836904
Summer,1964,Tokyo,Japan,25,Trinidad and Tobago,0,1,2,3,Trinidad and Tobago,711897539,903272
Summer,1964,Tokyo,Japan,26,Tunisia,0,1,1,2,Tunisia,1025866811,4530835
Summer,1964,Tokyo,Japan,27,Iran,0,0,2,2,"Iran, Islamic Rep.",0,24373188
Summer,1964,Tokyo,Japan,28,Bahamas,1,0,0,1,"Bahamas, The",266664054,133697
Summer,1964,Tokyo,Japan,29,India,1,0,0,1,India,57470781033,487607406
Summer,1964,Tokyo,Japan,30,Ethiopia,1,0,0,1,Ethiopia,0,24396981
Summer,1964,Tokyo,Japan,31,Philippines,0,1,0,1,Philippines,5271360643,29961902
Summer,1964,Tokyo,Japan,32,Pakistan,0,1,0,1,Pakistan,5130407637,50404401
Summer,1964,Tokyo,Japan,33,Cuba,0,1,0,1,Cuba,0,7787144
Summer,1964,Tokyo,Japan,34,Argentina,0,1,0,1,Argentina,25605249382,21963952
Summer,1964,Tokyo,Japan,35,Mexico,0,0,1,1,Mexico,20070134741,43931398
Summer,1964,Tokyo,Japan,36,Uruguay,0,0,1,1,Uruguay,1974511146,2665561
Summer,1964,Tokyo,Japan,37,Ireland,0,0,1,1,Ireland,2766608946,2866550
Summer,1964,Tokyo,Japan,38,Ghana,0,0,1,1,Ghana,1731576345,7513510
Summer,1964,Tokyo,Japan,39,Nigeria,0,0,1,1,Nigeria,5552931029,49169820
Summer,1964,Tokyo,Japan,40,Brazil,0,0,1,1,Brazil,21211892260,82017016
Summer,1964,Tokyo,Japan,41,Kenya,0,0,1,1,Kenya,998759331,9200158
Winter,1964,Innsbruck,Austria,1,Soviet Union,11,8,6,25,Russian Federation,0,125344803
Winter,1964,Innsbruck,Austria,2,Norway,3,6,6,15,Norway,7159202706,3694339
Winter,1964,Innsbruck,Austria,3,Austria,4,5,3,12,Austria,9169983886,7223801
Winter,1964,Innsbruck,Austria,4,Finland,3,4,3,10,Finland,7766655086,4548543
Winter,1964,Innsbruck,Austria,5,Germany,3,3,3,9,Germany,0,75318337
Winter,1964,Innsbruck,Austria,6,France,3,4,0,7,France,94906593388,49361165
Winter,1964,Innsbruck,Austria,7,Sweden,3,3,1,7,Sweden,21137242561,7661354
Winter,1964,Innsbruck,Austria,8,United States,1,2,4,7,United States,656912089088,191889000
Winter,1964,Innsbruck,Austria,9,Italy,0,1,3,4,Italy,63175417019,51675350
Winter,1964,Innsbruck,Austria,10,Canada,1,1,1,3,Canada,48882938810,19325000
Winter,1964,Innsbruck,Austria,11,Netherlands,1,1,0,2,Netherlands,18699380731,12127120
Winter,1964,Innsbruck,Austria,12,Great Britain,1,0,0,1,United Kingdom,93387598814,54000000
Winter,1964,Innsbruck,Austria,13,North Korea,0,1,0,1,"Korea, Dem. Rep.",0,12282423
Winter,1964,Innsbruck,Austria,14,Czechoslovakia,0,0,1,1,Czech Republic,0,9727804
Summer,1960,Roma,Italy,1,Soviet Union,43,29,31,103,Russian Federation,0,119897000
Summer,1960,Roma,Italy,2,United States,34,21,16,71,United States,520531181568,180671000
Summer,1960,Roma,Italy,3,Germany,12,19,11,42,Germany,0,72814900
Summer,1960,Roma,Italy,4,Italy,13,10,13,36,Italy,40385288344,50199700
Summer,1960,Roma,Italy,5,Australia,8,8,6,22,Australia,18609026767,10276477
Summer,1960,Roma,Italy,6,Hungary,6,8,7,21,Hungary,0,9983967
Summer,1960,Roma,Italy,7,Poland,4,6,11,21,Poland,0,29637450
Summer,1960,Roma,Italy,8,Great Britain,2,6,12,20,United Kingdom,72328047042,52400000
Summer,1960,Roma,Italy,9,Japan,4,7,7,18,Japan,44307342950,92500572
Summer,1960,Roma,Italy,10,Romania,3,1,6,10,Romania,0,18406905
Summer,1960,Roma,Italy,11,Turkey,7,2,0,9,Turkey,13995124535,27553280
Summer,1960,Roma,Italy,12,Czechoslovakia,3,2,3,8,Czech Republic,0,9602006
Summer,1960,Roma,Italy,13,Bulgaria,1,3,3,7,Bulgaria,0,7867374
Summer,1960,Roma,Italy,14,Denmark,2,3,1,6,Denmark,6248946880,4579603
Summer,1960,Roma,Italy,15,Sweden,1,2,3,6,Sweden,14842870293,7484656
Summer,1960,Roma,Italy,16,Switzerland,0,3,3,6,Switzerland,9522746719,5327827
Summer,1960,Roma,Italy,17,Finland,1,1,3,5,Finland,5224102196,4429634
Summer,1960,Roma,Italy,18,France,0,2,3,5,France,62651474947,46647521
Summer,1960,Roma,Italy,19,Belgium,0,2,2,4,Belgium,11658722591,9153489
Summer,1960,Roma,Italy,20,Iran,0,1,3,4,"Iran, Islamic Rep.",0,21958460
Summer,1960,Roma,Italy,21,New Zealand,2,0,1,3,New Zealand,5485854792,2371800
Summer,1960,Roma,Italy,22,Netherlands,0,1,2,3,Netherlands,12276734172,11486631
Summer,1960,Roma,Italy,23,South Africa,0,1,2,3,South Africa,7363240475,17396000
Summer,1960,Roma,Italy,24,Yugoslavia,1,1,0,2,"Macedonia, FYR",0,1471139
Summer,1960,Roma,Italy,25,Austria,1,1,0,2,Austria,6592693841,7047539
Summer,1960,Roma,Italy,26,Pakistan,1,0,1,2,Pakistan,3707055834,45540594
Summer,1960,Roma,Italy,28,Argentina,0,1,1,2,Argentina,0,20623998
Summer,1960,Roma,Italy,29,Brazil,0,0,2,2,Brazil,15165569913,72775883
Summer,1960,Roma,Italy,31,Norway,1,0,0,1,Norway,5163271598,3581239
Summer,1960,Roma,Italy,32,Greece,1,0,0,1,Greece,4446528165,8331725
Summer,1960,Roma,Italy,33,Ethiopia,1,0,0,1,Ethiopia,0,22151218
Summer,1960,Roma,Italy,34,Portugal,0,1,0,1,Portugal,3193200404,8857716
Summer,1960,Roma,Italy,35,Ghana,0,1,0,1,Ghana,1217790385,6652516
Summer,1960,Roma,Italy,36,Singapore,0,1,0,1,Singapore,704453107,1646000
Summer,1960,Roma,Italy,37,India,0,1,0,1,India,37679274491,449595489
Summer,1960,Roma,Italy,38,Morocco,0,1,0,1,Morocco,2037154692,12328534
Summer,1960,Roma,Italy,40,Canada,0,1,0,1,Canada,41093453545,17909009
Summer,1960,Roma,Italy,41,Iraq,0,0,1,1,Iraq,1683918720,7289759
Summer,1960,Roma,Italy,42,Spain,0,0,1,1,Spain,12072126075,30455000
Summer,1960,Roma,Italy,43,Venezuela,0,0,1,1,"Venezuela, RB",8607600069,7580281
Summer,1960,Roma,Italy,44,Mexico,0,0,1,1,Mexico,13056164925,38676974
Winter,1960,Squaw Valley,United States,1,Soviet Union,7,5,9,21,Russian Federation,0,119897000
Winter,1960,Squaw Valley,United States,2,United States,3,4,3,10,United States,520531181568,180671000
Winter,1960,Squaw Valley,United States,3,Germany,4,3,1,8,Germany,0,72814900
Winter,1960,Squaw Valley,United States,4,Finland,2,3,3,8,Finland,5224102196,4429634
Winter,1960,Squaw Valley,United States,5,Sweden,3,2,2,7,Sweden,14842870293,7484656
Winter,1960,Squaw Valley,United States,6,Norway,3,3,0,6,Norway,5163271598,3581239
Winter,1960,Squaw Valley,United States,7,Austria,1,2,3,6,Austria,6592693841,7047539
Winter,1960,Squaw Valley,United States,8,Canada,2,1,1,4,Canada,41093453545,17909009
Winter,1960,Squaw Valley,United States,9,France,1,0,2,3,France,62651474947,46647521
Winter,1960,Squaw Valley,United States,10,Switzerland,2,0,0,2,Switzerland,9522746719,5327827
Winter,1960,Squaw Valley,United States,11,Netherlands,0,1,1,2,Netherlands,12276734172,11486631
Winter,1960,Squaw Valley,United States,12,Poland,0,1,1,2,Poland,0,29637450
Winter,1960,Squaw Valley,United States,13,Czechoslovakia,0,1,0,1,Czech Republic,0,9602006
Winter,1960,Squaw Valley,United States,14,Italy,0,0,1,1,Italy,40385288344,50199700
